text,category,vendor,taxable,grand_total
"==================================================
commercial tax invoice
==================================================
supplier / vendor: lotus office essentials pvt ltd
address: industrial area, karnataka, india
gstin: 29fptwy9059s2zm | pan: fptwy9059s
state / state code: karnataka (29)

invoice no: inv-2026-9620
invoice date: 01/06/2026
reverse charge (rcm): no
place of supply: karnataka (29)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: thermal paper rolls for billing pos machines 100 rolls box
  hsn/sac: 481190 | qty: 5 | rate: inr 553.08 | amount: inr 2,765.40

--------------------------------------------------
subtotal / taxable value: inr 2,765.40
igst (12%): inr 331.85
total tax amount: inr 331.85
grand total (incl. tax): inr 3,097.25
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000552697 | ifsc: hdfc0001234
authorized signatory for lotus office essentials pvt ltd
==================================================",Office Supplies & Stationery,Lotus Office Essentials Pvt Ltd,2765.4,3097.25
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: SocialBeat Digital Marketing LLP
Address: Industrial Area, Tamil Nadu, India
GSTIN: 33DFZPC6445U2Z9 | PAN: DFZPC6445U
State / State Code: Tamil Nadu (33)

Invoice No: INV-2026-1103
Invoice Date: 21/09/2026
Reverse Charge (RCM): No
Place of Supply: Tamil Nadu (33)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Google Ads PPC search campaigns, display network clicks & remarketing
  HSN/SAC: 998361 | Qty: 9 | Rate: INR 6,491.88 | Amount: INR 58,426.92

--------------------------------------------------
Subtotal / Taxable Value: INR 58,426.92
IGST (12%): INR 7,011.23
Total Tax Amount: INR 7,011.23
GRAND TOTAL (INCL. TAX): INR 65,438.15
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000443071 | IFSC: HDFC0001234
Authorized Signatory for SocialBeat Digital Marketing LLP
==================================================",Marketing & Advertising,SocialBeat Digital Marketing LLP,58426.92,65438.15
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Apex Industrial Raw Materials Pvt Ltd
Address: Industrial Area, Haryana, India
GSTIN: 06LUKER8788Q3Z6 | PAN: LUKER8788Q
State / State Code: Haryana (06)

Invoice No: BILL/06/12298
Invoice Date: 10/07/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Mild Steel angle bars & channel sections 50x50x6
  HSN/SAC: 7216 | Qty: 9 | Rate: INR 7,205.62 | Amount: INR 64,850.58
  Item: Cold Rolled Steel Sheets 2.5mm CRCA coils
  HSN/SAC: 7208 | Qty: 4 | Rate: INR 32,806.34 | Amount: INR 131,225.36
  Item: Polypropylene Homopolymer (PP) raffia grade bags
  HSN/SAC: 3902 | Qty: 4 | Rate: INR 23,063.13 | Amount: INR 92,252.52

--------------------------------------------------
Subtotal / Taxable Value: INR 288,328.46
CGST (2.5%): INR 7,208.21
SGST (2.5%): INR 7,208.21
Total Tax Amount: INR 14,416.42
GRAND TOTAL (INCL. TAX): INR 302,744.88
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000101606 | IFSC: HDFC0001234
Authorized Signatory for Apex Industrial Raw Materials Pvt Ltd
==================================================",Raw Materials,Apex Industrial Raw Materials Pvt Ltd,288328.46,302744.88
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Swiggy Corporate Cafeteria Services
Address: Industrial Area, Karnataka, India
GSTIN: 29GWHNJ7390T2ZA | PAN: GWHNJ7390T
State / State Code: Karnataka (29)

Invoice No: INV-2026-4335
Invoice Date: 22/04/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Client dinner & executive catering banquet event buffet 25 pax
  HSN/SAC: 996331 | Qty: 5 | Rate: INR 3,112.03 | Amount: INR 15,560.15

--------------------------------------------------
Subtotal / Taxable Value: INR 15,560.15
CGST (9.0%): INR 1,400.41
SGST (9.0%): INR 1,400.41
Total Tax Amount: INR 2,800.83
GRAND TOTAL (INCL. TAX): INR 18,360.98
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000410499 | IFSC: HDFC0001234
Authorized Signatory for Swiggy Corporate Cafeteria Services
==================================================",Food & Entertainment,Swiggy Corporate Cafeteria Services,15560.15,18360.98
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Ola Cabs Corporate Rides
Address: Industrial Area, West Bengal, India
GSTIN: 19QKDDW0391F1ZW | PAN: QKDDW0391F
State / State Code: West Bengal (19)

Invoice No: OLA-85692
Invoice Date: 25/08/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Airport pickup and drop chauffeur driven luxury car rental service
  HSN/SAC: 996416 | Qty: 1 | Rate: INR 6,500.00 | Amount: INR 6,500.00
  Item: Corporate travel agency ticketing booking fee and visa processing fee
  HSN/SAC: 996411 | Qty: 5 | Rate: INR 1,128.64 | Amount: INR 5,643.20

--------------------------------------------------
Subtotal / Taxable Value: INR 12,143.20
IGST (5%): INR 607.16
Total Tax Amount: INR 607.16
GRAND TOTAL (INCL. TAX): INR 12,750.36
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000943544 | IFSC: HDFC0001234
Authorized Signatory for Ola Cabs Corporate Rides
==================================================",Travel & Conveyance,Ola Cabs Corporate Rides,12143.2,12750.36
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Torrent Power Limited Commercial
Address: Industrial Area, Karnataka, India
GSTIN: 29YHQYC0876V1ZS | PAN: YHQYC0876V
State / State Code: Karnataka (29)

Invoice No: TOR-11062
Invoice Date: 03/01/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Data center dark fiber point-to-point leased connectivity monthly tariff
  HSN/SAC: 998411 | Qty: 8 | Rate: INR 4,174.28 | Amount: INR 33,394.24

--------------------------------------------------
Subtotal / Taxable Value: INR 33,394.24
CGST (9.0%): INR 3,005.48
SGST (9.0%): INR 3,005.48
Total Tax Amount: INR 6,010.96
GRAND TOTAL (INCL. TAX): INR 39,405.20
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000234355 | IFSC: HDFC0001234
Authorized Signatory for Torrent Power Limited Commercial
==================================================",Utilities,Torrent Power Limited Commercial,33394.24,39405.2
"==================================================
gst tax invoice
==================================================
supplier / vendor: airtel enterprise leased line broadband
address: industrial area, haryana, india
gstin: 06gzeqy9905a1zg | pan: gzeqy9905a
state / state code: haryana (06)

invoice no: bill/06/69371
invoice date: 13/10/2026
reverse charge (rcm): no
place of supply: haryana (06)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: data center dark fiber point-to-point leased connectivity monthly tariff
  hsn/sac: 998411 | qty: 2 | rate: inr 15,881.62 | amount: inr 31,763.24
  item: commercial high tension electricity tariff consumption 8500 units billing
  hsn/sac: 996911 | qty: 10 | rate: inr 7,815.78 | amount: inr 78,157.80
  item: bulk commercial potable ro drinking water dispenser cans monthly supply
  hsn/sac: 996912 | qty: 2 | rate: inr 2,522.73 | amount: inr 5,045.46

--------------------------------------------------
subtotal / taxable value: inr 114,966.50
igst (18%): inr 20,693.97
total tax amount: inr 20,693.97
grand total (incl. tax): inr 135,660.47
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000232147 | ifsc: hdfc0001234
authorized signatory for airtel enterprise leased line broadband
==================================================",Utilities,Airtel Enterprise Leased Line Broadband,114966.50000000001,135660.47
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Dell Technologies India Pvt Ltd
Address: Industrial Area, Maharashtra, India
GSTIN: 27PJUCT7041N3Z2 | PAN: PJUCT7041N
State / State Code: Maharashtra (27)

Invoice No: BILL/27/43768
Invoice Date: 13/02/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: HP Enterprise Rack Server ProLiant DL380 Gen10 Xeon
  HSN/SAC: 847141 | Qty: 7 | Rate: INR 69,797.47 | Amount: INR 488,582.29
  Item: Ergonomic mesh chairs and standing motorized desks for team
  HSN/SAC: 940330 | Qty: 3 | Rate: INR 39,630.58 | Amount: INR 118,891.74

--------------------------------------------------
Subtotal / Taxable Value: INR 607,474.03
IGST (18%): INR 109,345.33
Total Tax Amount: INR 109,345.33
GRAND TOTAL (INCL. TAX): INR 716,819.36
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000616195 | IFSC: HDFC0001234
Authorized Signatory for Dell Technologies India Pvt Ltd
==================================================",Capital Goods & Office Assets,Dell Technologies India Pvt Ltd,607474.03,716819.36
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Reliance Jio Infocomm Fiber Services
Address: Industrial Area, West Bengal, India
GSTIN: 19HMMLE8863P4Z2 | PAN: HMMLE8863P
State / State Code: West Bengal (19)

Invoice No: BILL/19/33889
Invoice Date: 06/06/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Primary fiber broadband connectivity & backup SIP trunk telephone line
  HSN/SAC: 998411 | Qty: 5 | Rate: INR 2,564.72 | Amount: INR 12,823.60
  Item: Commercial high tension electricity tariff consumption 8500 units billing
  HSN/SAC: 996911 | Qty: 1 | Rate: INR 62,000.00 | Amount: INR 62,000.00

--------------------------------------------------
Subtotal / Taxable Value: INR 74,823.60
IGST (18%): INR 13,468.25
Total Tax Amount: INR 13,468.25
GRAND TOTAL (INCL. TAX): INR 88,291.85
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000227478 | IFSC: HDFC0001234
Authorized Signatory for Reliance Jio Infocomm Fiber Services
==================================================",Utilities,Reliance Jio Infocomm Fiber Services,74823.6,88291.85
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Canon India Business Machines
Address: Industrial Area, Gujarat, India
GSTIN: 24UFFBM7551C2ZB | PAN: UFFBM7551C
State / State Code: Gujarat (24)

Invoice No: GST/8070/2026
Invoice Date: 05/10/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Kirloskar 25 kVA Silent DG Set generator with AMF panel
  HSN/SAC: 850211 | Qty: 4 | Rate: INR 72,267.19 | Amount: INR 289,068.76
  Item: Samsung 65-inch 4K UHD Commercial Conference Room Interactive Display
  HSN/SAC: 852852 | Qty: 10 | Rate: INR 9,739.43 | Amount: INR 97,394.30

--------------------------------------------------
Subtotal / Taxable Value: INR 386,463.06
CGST (14.0%): INR 54,104.83
SGST (14.0%): INR 54,104.83
Total Tax Amount: INR 108,209.66
GRAND TOTAL (INCL. TAX): INR 494,672.72
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000810198 | IFSC: HDFC0001234
Authorized Signatory for Canon India Business Machines
==================================================",Capital Goods & Office Assets,Canon India Business Machines,386463.06,494672.72
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Swachh Bharat Municipal Cess Authority
Address: Industrial Area, Gujarat, India
GSTIN: 24ARLNQ9777Q4Z0 | PAN: ARLNQ9777Q
State / State Code: Gujarat (24)

Invoice No: GST/4814/2026
Invoice Date: 01/09/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Festival bonus gift voucher distribution handling admin fee
  HSN/SAC: 999799 | Qty: 6 | Rate: INR 2,762.30 | Amount: INR 16,573.80

--------------------------------------------------
Subtotal / Taxable Value: INR 16,573.80
CGST (2.5%): INR 414.35
SGST (2.5%): INR 414.35
Total Tax Amount: INR 828.69
GRAND TOTAL (INCL. TAX): INR 17,402.49
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000294163 | IFSC: HDFC0001234
Authorized Signatory for Swachh Bharat Municipal Cess Authority
==================================================",Other,Swachh Bharat Municipal Cess Authority,16573.8,17402.49
